title,text,label
Celebrity endorses miracle weight loss pill,Famous actor claims pill helps lose 20kg in a week.,FAKE
Breaking! Alien life found on Mars,Scientists confirm aliens in secret base.,FAKE
Shocking cure for cancer revealed,Miracle drink cures all diseases instantly.,FAKE
Government bans use of social media,New law restricts social media platforms.,FAKE
Scientists discover time travel method,Physicists claim to bend time using device.,FAKE
Celebrity endorses miracle weight loss pill,Famous actor claims pill helps lose 20kg in a week.,FAKE
Breaking! Alien life found on Mars,Scientists confirm aliens in secret base.,FAKE
Shocking cure for cancer revealed,Miracle drink cures all diseases instantly.,FAKE
Government bans use of social media,New law restricts social media platforms.,FAKE
Scientists discover time travel method,Physicists claim to bend time using device.,FAKE
Celebrity endorses miracle weight loss pill,Famous actor claims pill helps lose 20kg in a week.,FAKE
Breaking! Alien life found on Mars,Scientists confirm aliens in secret base.,FAKE
Shocking cure for cancer revealed,Miracle drink cures all diseases instantly.,FAKE
Government bans use of social media,New law restricts social media platforms.,FAKE
Scientists discover time travel method,Physicists claim to bend time using device.,FAKE
Celebrity endorses miracle weight loss pill,Famous actor claims pill helps lose 20kg in a week.,FAKE
Breaking! Alien life found on Mars,Scientists confirm aliens in secret base.,FAKE
Shocking cure for cancer revealed,Miracle drink cures all diseases instantly.,FAKE
Government bans use of social media,New law restricts social media platforms.,FAKE
Scientists discover time travel method,Physicists claim to bend time using device.,FAKE
Celebrity endorses miracle weight loss pill,Famous actor claims pill helps lose 20kg in a week.,FAKE
Breaking! Alien life found on Mars,Scientists confirm aliens in secret base.,FAKE
Shocking cure for cancer revealed,Miracle drink cures all diseases instantly.,FAKE
Government bans use of social media,New law restricts social media platforms.,FAKE
Scientists discover time travel method,Physicists claim to bend time using device.,FAKE
Celebrity endorses miracle weight loss pill,Famous actor claims pill helps lose 20kg in a week.,FAKE
Breaking! Alien life found on Mars,Scientists confirm aliens in secret base.,FAKE
Shocking cure for cancer revealed,Miracle drink cures all diseases instantly.,FAKE
Government bans use of social media,New law restricts social media platforms.,FAKE
Scientists discover time travel method,Physicists claim to bend time using device.,FAKE
Celebrity endorses miracle weight loss pill,Famous actor claims pill helps lose 20kg in a week.,FAKE
Breaking! Alien life found on Mars,Scientists confirm aliens in secret base.,FAKE
Shocking cure for cancer revealed,Miracle drink cures all diseases instantly.,FAKE
Government bans use of social media,New law restricts social media platforms.,FAKE
Scientists discover time travel method,Physicists claim to bend time using device.,FAKE
Celebrity endorses miracle weight loss pill,Famous actor claims pill helps lose 20kg in a week.,FAKE
Breaking! Alien life found on Mars,Scientists confirm aliens in secret base.,FAKE
Shocking cure for cancer revealed,Miracle drink cures all diseases instantly.,FAKE
Government bans use of social media,New law restricts social media platforms.,FAKE
Scientists discover time travel method,Physicists claim to bend time using device.,FAKE
Celebrity endorses miracle weight loss pill,Famous actor claims pill helps lose 20kg in a week.,FAKE
Breaking! Alien life found on Mars,Scientists confirm aliens in secret base.,FAKE
Shocking cure for cancer revealed,Miracle drink cures all diseases instantly.,FAKE
Government bans use of social media,New law restricts social media platforms.,FAKE
Scientists discover time travel method,Physicists claim to bend time using device.,FAKE
Celebrity endorses miracle weight loss pill,Famous actor claims pill helps lose 20kg in a week.,FAKE
Breaking! Alien life found on Mars,Scientists confirm aliens in secret base.,FAKE
Shocking cure for cancer revealed,Miracle drink cures all diseases instantly.,FAKE
Government bans use of social media,New law restricts social media platforms.,FAKE
Scientists discover time travel method,Physicists claim to bend time using device.,FAKE
Celebrity endorses miracle weight loss pill,Famous actor claims pill helps lose 20kg in a week.,FAKE
Breaking! Alien life found on Mars,Scientists confirm aliens in secret base.,FAKE
Shocking cure for cancer revealed,Miracle drink cures all diseases instantly.,FAKE
Government bans use of social media,New law restricts social media platforms.,FAKE
Scientists discover time travel method,Physicists claim to bend time using device.,FAKE
Celebrity endorses miracle weight loss pill,Famous actor claims pill helps lose 20kg in a week.,FAKE
Breaking! Alien life found on Mars,Scientists confirm aliens in secret base.,FAKE
Shocking cure for cancer revealed,Miracle drink cures all diseases instantly.,FAKE
Government bans use of social media,New law restricts social media platforms.,FAKE
Scientists discover time travel method,Physicists claim to bend time using device.,FAKE
Celebrity endorses miracle weight loss pill,Famous actor claims pill helps lose 20kg in a week.,FAKE
Breaking! Alien life found on Mars,Scientists confirm aliens in secret base.,FAKE
Shocking cure for cancer revealed,Miracle drink cures all diseases instantly.,FAKE
Government bans use of social media,New law restricts social media platforms.,FAKE
Scientists discover time travel method,Physicists claim to bend time using device.,FAKE
Celebrity endorses miracle weight loss pill,Famous actor claims pill helps lose 20kg in a week.,FAKE
Breaking! Alien life found on Mars,Scientists confirm aliens in secret base.,FAKE
Shocking cure for cancer revealed,Miracle drink cures all diseases instantly.,FAKE
Government bans use of social media,New law restricts social media platforms.,FAKE
Scientists discover time travel method,Physicists claim to bend time using device.,FAKE
Celebrity endorses miracle weight loss pill,Famous actor claims pill helps lose 20kg in a week.,FAKE
Breaking! Alien life found on Mars,Scientists confirm aliens in secret base.,FAKE
Shocking cure for cancer revealed,Miracle drink cures all diseases instantly.,FAKE
Government bans use of social media,New law restricts social media platforms.,FAKE
Scientists discover time travel method,Physicists claim to bend time using device.,FAKE
Celebrity endorses miracle weight loss pill,Famous actor claims pill helps lose 20kg in a week.,FAKE
Breaking! Alien life found on Mars,Scientists confirm aliens in secret base.,FAKE
Shocking cure for cancer revealed,Miracle drink cures all diseases instantly.,FAKE
Government bans use of social media,New law restricts social media platforms.,FAKE
Scientists discover time travel method,Physicists claim to bend time using device.,FAKE
Celebrity endorses miracle weight loss pill,Famous actor claims pill helps lose 20kg in a week.,FAKE
Breaking! Alien life found on Mars,Scientists confirm aliens in secret base.,FAKE
Shocking cure for cancer revealed,Miracle drink cures all diseases instantly.,FAKE
Government bans use of social media,New law restricts social media platforms.,FAKE
Scientists discover time travel method,Physicists claim to bend time using device.,FAKE
Celebrity endorses miracle weight loss pill,Famous actor claims pill helps lose 20kg in a week.,FAKE
Breaking! Alien life found on Mars,Scientists confirm aliens in secret base.,FAKE
Shocking cure for cancer revealed,Miracle drink cures all diseases instantly.,FAKE
Government bans use of social media,New law restricts social media platforms.,FAKE
Scientists discover time travel method,Physicists claim to bend time using device.,FAKE
Celebrity endorses miracle weight loss pill,Famous actor claims pill helps lose 20kg in a week.,FAKE
Breaking! Alien life found on Mars,Scientists confirm aliens in secret base.,FAKE
Shocking cure for cancer revealed,Miracle drink cures all diseases instantly.,FAKE
Government bans use of social media,New law restricts social media platforms.,FAKE
Scientists discover time travel method,Physicists claim to bend time using device.,FAKE
Celebrity endorses miracle weight loss pill,Famous actor claims pill helps lose 20kg in a week.,FAKE
Breaking! Alien life found on Mars,Scientists confirm aliens in secret base.,FAKE
Shocking cure for cancer revealed,Miracle drink cures all diseases instantly.,FAKE
Government bans use of social media,New law restricts social media platforms.,FAKE
Scientists discover time travel method,Physicists claim to bend time using device.,FAKE
Celebrity endorses miracle weight loss pill,Famous actor claims pill helps lose 20kg in a week.,FAKE
Breaking! Alien life found on Mars,Scientists confirm aliens in secret base.,FAKE
Shocking cure for cancer revealed,Miracle drink cures all diseases instantly.,FAKE
Government bans use of social media,New law restricts social media platforms.,FAKE
Scientists discover time travel method,Physicists claim to bend time using device.,FAKE
Celebrity endorses miracle weight loss pill,Famous actor claims pill helps lose 20kg in a week.,FAKE
Breaking! Alien life found on Mars,Scientists confirm aliens in secret base.,FAKE
Shocking cure for cancer revealed,Miracle drink cures all diseases instantly.,FAKE
Government bans use of social media,New law restricts social media platforms.,FAKE
Scientists discover time travel method,Physicists claim to bend time using device.,FAKE
Celebrity endorses miracle weight loss pill,Famous actor claims pill helps lose 20kg in a week.,FAKE
Breaking! Alien life found on Mars,Scientists confirm aliens in secret base.,FAKE
Shocking cure for cancer revealed,Miracle drink cures all diseases instantly.,FAKE
Government bans use of social media,New law restricts social media platforms.,FAKE
Scientists discover time travel method,Physicists claim to bend time using device.,FAKE
Celebrity endorses miracle weight loss pill,Famous actor claims pill helps lose 20kg in a week.,FAKE
Breaking! Alien life found on Mars,Scientists confirm aliens in secret base.,FAKE
Shocking cure for cancer revealed,Miracle drink cures all diseases instantly.,FAKE
Government bans use of social media,New law restricts social media platforms.,FAKE
Scientists discover time travel method,Physicists claim to bend time using device.,FAKE
Celebrity endorses miracle weight loss pill,Famous actor claims pill helps lose 20kg in a week.,FAKE
Breaking! Alien life found on Mars,Scientists confirm aliens in secret base.,FAKE
Shocking cure for cancer revealed,Miracle drink cures all diseases instantly.,FAKE
Government bans use of social media,New law restricts social media platforms.,FAKE
Scientists discover time travel method,Physicists claim to bend time using device.,FAKE
Celebrity endorses miracle weight loss pill,Famous actor claims pill helps lose 20kg in a week.,FAKE
Breaking! Alien life found on Mars,Scientists confirm aliens in secret base.,FAKE
Shocking cure for cancer revealed,Miracle drink cures all diseases instantly.,FAKE
Government bans use of social media,New law restricts social media platforms.,FAKE
Scientists discover time travel method,Physicists claim to bend time using device.,FAKE
Celebrity endorses miracle weight loss pill,Famous actor claims pill helps lose 20kg in a week.,FAKE
Breaking! Alien life found on Mars,Scientists confirm aliens in secret base.,FAKE
Shocking cure for cancer revealed,Miracle drink cures all diseases instantly.,FAKE
Government bans use of social media,New law restricts social media platforms.,FAKE
Scientists discover time travel method,Physicists claim to bend time using device.,FAKE
Celebrity endorses miracle weight loss pill,Famous actor claims pill helps lose 20kg in a week.,FAKE
Breaking! Alien life found on Mars,Scientists confirm aliens in secret base.,FAKE
Shocking cure for cancer revealed,Miracle drink cures all diseases instantly.,FAKE
Government bans use of social media,New law restricts social media platforms.,FAKE
Scientists discover time travel method,Physicists claim to bend time using device.,FAKE
Celebrity endorses miracle weight loss pill,Famous actor claims pill helps lose 20kg in a week.,FAKE
Breaking! Alien life found on Mars,Scientists confirm aliens in secret base.,FAKE
Shocking cure for cancer revealed,Miracle drink cures all diseases instantly.,FAKE
Government bans use of social media,New law restricts social media platforms.,FAKE
Scientists discover time travel method,Physicists claim to bend time using device.,FAKE
Celebrity endorses miracle weight loss pill,Famous actor claims pill helps lose 20kg in a week.,FAKE
Breaking! Alien life found on Mars,Scientists confirm aliens in secret base.,FAKE
Shocking cure for cancer revealed,Miracle drink cures all diseases instantly.,FAKE
Government bans use of social media,New law restricts social media platforms.,FAKE
Scientists discover time travel method,Physicists claim to bend time using device.,FAKE
Celebrity endorses miracle weight loss pill,Famous actor claims pill helps lose 20kg in a week.,FAKE
Breaking! Alien life found on Mars,Scientists confirm aliens in secret base.,FAKE
Shocking cure for cancer revealed,Miracle drink cures all diseases instantly.,FAKE
Government bans use of social media,New law restricts social media platforms.,FAKE
Scientists discover time travel method,Physicists claim to bend time using device.,FAKE
Celebrity endorses miracle weight loss pill,Famous actor claims pill helps lose 20kg in a week.,FAKE
Breaking! Alien life found on Mars,Scientists confirm aliens in secret base.,FAKE
Shocking cure for cancer revealed,Miracle drink cures all diseases instantly.,FAKE
Government bans use of social media,New law restricts social media platforms.,FAKE
Scientists discover time travel method,Physicists claim to bend time using device.,FAKE
Celebrity endorses miracle weight loss pill,Famous actor claims pill helps lose 20kg in a week.,FAKE
Breaking! Alien life found on Mars,Scientists confirm aliens in secret base.,FAKE
Shocking cure for cancer revealed,Miracle drink cures all diseases instantly.,FAKE
Government bans use of social media,New law restricts social media platforms.,FAKE
Scientists discover time travel method,Physicists claim to bend time using device.,FAKE
Celebrity endorses miracle weight loss pill,Famous actor claims pill helps lose 20kg in a week.,FAKE
Breaking! Alien life found on Mars,Scientists confirm aliens in secret base.,FAKE
Shocking cure for cancer revealed,Miracle drink cures all diseases instantly.,FAKE
Government bans use of social media,New law restricts social media platforms.,FAKE
Scientists discover time travel method,Physicists claim to bend time using device.,FAKE
Celebrity endorses miracle weight loss pill,Famous actor claims pill helps lose 20kg in a week.,FAKE
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
